Wavelength,Bamboo_Ventral,Calophyllum inophyllum_Ventral,Celtis_australis_Ventral,Ficus benjamina (Dhoda)_Ventral,Juglans regia Bharmat (Kagzi)_Ventral,Melia_azaderch_Ventral,Morus_alba_Ventral,Prunus persica_Ventral,Prunus_cummunis_Ventral,Punica_granatum_Ventral,Putranjiva_roxburghii_Ventral,pyrus_pashia_Ventral,Ficus Benghalensis_Ventral,Juglans regia Banuri (Minakshi)_Ventral,Kydia calycina_Ventral,Lannea coromandelica_Ventral,Lantana contact_Ventral,Malotus philippensis test_Ventral,Malotus_philippensis contact pro_Ventral,Prunus armeniaca_Ventral,Prunus cornuta_Ventral,Quercus leucotrichophora_Ventral,Querus floribunda_Ventral,Rodhodendrone arboreum_Ventral,Santalm album_Ventral,Sapandus mukorossi_Ventral,Wendlandia heynei_Ventral,Jacaranda mimosifolia_Ventral,Abies pindrow_Ventral,Acacia catechu_Ventral,Acacia Modesta_Ventral,Albizia_Chinensis_Ventral,Cidrus deodadara_Chamba_jot_Ventral,Cidrus_Deodara_IHBT_Ventral,Leucaena leucocephala_Ventral,Phyllanthus emblica_Ventral,Picea smithiana (Spruce_without cone)_Ventral,Picea smithiana (With Cone)_Ventral,Pinus_roxburghii_Ventral,Taxus baccata_Ventral,Bombax ceiba_Ventral,Albizia lebbeck_Ventral,Syzygium_cumini_Ventral,Terminalia_atala_Ventral,Vitex negundo (Vanna)_Ventral,Robinia pseudoacacia (Rubinia)_Ventral,Vyul_Ventral
350,0.159856431,0.193948891,0.058321636,0.174873306,0.174974833,0.170154235,0.153182774,0.179580339,0.178505408,0.16401918,0.160833181,0.184904071,0.162679239,0.181412039,0.163236615,0.186728628,0.182593477,0.193477445,0.166754849,0.187872677,0.193236257,0.215911529,0.179603544,0.215986431,0.165834228,0.187948111,0.196473158,0.177333633,0.152427228,0.223667504,0.233115918,0.232608779,0.159606402,0.16814336,0.223107196,0.216466703,0.169399526,0.147220257,0.142324002,0.153832835,0.153892002,0.196535221,0.186687609,0.185018543,0.173440204,0.191700532,0.166553618
351,0.154650084,0.18628004,0.058568834,0.167360692,0.167432173,0.165720796,0.14751483,0.16945649,0.173741567,0.162171381,0.159333264,0.185434551,0.158099389,0.180362692,0.15968205,0.18490601,0.177565031,0.187849855,0.162754764,0.184886778,0.186585865,0.210278267,0.179423243,0.213888778,0.1608255,0.181470489,0.189898203,0.171863896,0.161092623,0.217018857,0.227733397,0.223738956,0.15531081,0.160776858,0.216906976,0.210036472,0.162056394,0.147612261,0.137820011,0.149539194,0.151166297,0.192530745,0.180487095,0.180412937,0.165311071,0.188448894,0.168920249
352,0.15818428,0.182939427,0.058656385,0.168818927,0.168553162,0.166965446,0.148509282,0.164171381,0.173124829,0.157398494,0.160669978,0.182478353,0.147613824,0.176081454,0.151901817,0.173189082,0.170489266,0.182579477,0.153154016,0.181502898,0.18591261,0.20297182,0.179693394,0.207953237,0.157260042,0.179662411,0.180549045,0.173131177,0.167375911,0.207878136,0.220639671,0.221610172,0.165620017,0.162224453,0.208956967,0.205771624,0.171808276,0.144788123,0.137402933,0.144571501,0.144342171,0.183518508,0.179251491,0.178994221,0.166494202,0.189258079,0.16988374
353,0.151609104,0.176832642,0.058691374,0.161731417,0.162191747,0.158829072,0.141637331,0.159620328,0.166303065,0.149866444,0.154134727,0.174211077,0.142850269,0.169865746,0.147620802,0.17078285,0.16969554,0.177880955,0.15174712,0.175470433,0.181217088,0.198896832,0.172775424,0.196798384,0.153875934,0.174611974,0.176497064,0.166220881,0.153976765,0.200287382,0.217334078,0.214604155,0.154477234,0.157385245,0.203472983,0.199218254,0.162232221,0.136785099,0.129389273,0.139711079,0.143115797,0.177761972,0.171577211,0.170515039,0.160513177,0.180324624,0.160920348
354,0.143639595,0.171580348,0.058789155,0.154168735,0.155148658,0.150423111,0.134386963,0.157604219,0.158995771,0.144278609,0.146956612,0.167953679,0.139907756,0.165740903,0.145093052,0.170021632,0.168963623,0.173372908,0.150466085,0.168963759,0.175626858,0.194999799,0.164008001,0.188236667,0.149407293,0.168085892,0.172549533,0.159092088,0.143643734,0.195485712,0.212877456,0.205784529,0.140280312,0.150845588,0.198007849,0.193908854,0.149530446,0.130276338,0.121521524,0.135678855,0.141380018,0.17371363,0.165086177,0.163245593,0.152603601,0.171773455,0.152961314
355,0.143853231,0.170382955,0.059004161,0.154211486,0.154757097,0.150459521,0.134494556,0.158288831,0.157315038,0.143311043,0.14602491,0.168246194,0.134233812,0.165077746,0.142028644,0.163295199,0.163335949,0.169265103,0.143087526,0.164152191,0.172777172,0.188376193,0.15979518,0.186811906,0.144524392,0.163417769,0.1646916,0.159330216,0.153004706,0.192821743,0.204759448,0.200181999,0.143414584,0.14915504,0.191364173,0.192038786,0.152125394,0.12951702,0.121084449,0.133269183,0.13469223,0.169442922,0.166169932,0.164194643,0.150242337,0.172622616,0.154543281
356,0.142765146,0.167054032,0.059227484,0.149974055,0.151730358,0.147668182,0.133533417,0.153400905,0.156242368,0.140326386,0.14278956,0.164477188,0.131925853,0.159435662,0.142662896,0.16475224,0.162980165,0.168899593,0.146479868,0.159822312,0.167606269,0.182295073,0.159718482,0.181265101,0.1461904,0.161264972,0.163008834,0.155618426,0.151092638,0.189045565,0.206212557,0.196657241,0.144761278,0.14957038,0.191826192,0.185374766,0.151915321,0.12497914,0.118907888,0.134486233,0.136136625,0.170635362,0.163143272,0.162693872,0.150779935,0.170220632,0.1520002
357,0.138741202,0.161299603,0.059301917,0.145311077,0.148587054,0.142317657,0.128240229,0.145608073,0.150733687,0.135114765,0.137592443,0.159003193,0.1301289,0.156159609,0.140239901,0.161836587,0.160816648,0.164131292,0.144035612,0.15758202,0.162550095,0.181420965,0.157844774,0.177656902,0.143939788,0.159370394,0.160101475,0.149099095,0.141122263,0.183938483,0.202234687,0.190240813,0.137578597,0.144023414,0.189344614,0.179225944,0.146328173,0.125423765,0.11428687,0.129684205,0.134406076,0.165710433,0.158539583,0.157029327,0.144646539,0.165032457,0.145291898
358,0.135040684,0.155951869,0.059361276,0.143149484,0.145975275,0.137622658,0.122713647,0.13983749,0.144745612,0.131160595,0.133291899,0.154690312,0.126266584,0.153803476,0.135289443,0.155372383,0.15669706,0.15830334,0.136803395,0.155327705,0.158356026,0.180378189,0.153811503,0.174555621,0.13794628,0.156086579,0.154836076,0.144681637,0.135310415,0.177669458,0.195140085,0.183556399,0.12924022,0.138092221,0.18316226,0.175448595,0.140311672,0.125911864,0.109390192,0.123208959,0.130077367,0.156738456,0.154160935,0.150946483,0.137328977,0.160273361,0.14020171
359,0.135380792,0.153717098,0.059593952,0.144115386,0.143399521,0.13657881,0.12235782,0.139725474,0.144255662,0.13159518,0.132560598,0.153272097,0.119378916,0.148539948,0.131525902,0.151531998,0.153555359,0.15767163,0.133058705,0.150651153,0.154811218,0.172433975,0.150018187,0.16867116,0.13313637,0.151167305,0.149430624,0.146259246,0.143597659,0.171073177,0.193180352,0.181158244,0.130605481,0.140016257,0.177096639,0.17353711,0.140325769,0.118596057,0.106717126,0.122992216,0.128217376,0.151475456,0.150988138,0.148993714,0.138057788,0.159081373,0.142088389
360,0.133159907,0.148420951,0.059690923,0.13982336,0.139131217,0.133676475,0.120151171,0.137378298,0.142445973,0.128330208,0.131189457,0.149535811,0.114991926,0.146806765,0.12972748,0.14868077,0.151992292,0.152883167,0.13227455,0.148782968,0.150376208,0.169109161,0.147979114,0.165941062,0.13059465,0.149502624,0.1464415,0.143466666,0.14114138,0.166395383,0.189600929,0.17800939,0.132824877,0.136065037,0.173511311,0.170603768,0.139738685,0.115392117,0.102677674,0.118271553,0.125544504,0.151364261,0.147592057,0.145425284,0.136256113,0.157685521,0.139624381
361,0.129408169,0.143692345,0.059835945,0.134625077,0.134874908,0.128609292,0.116896589,0.134272248,0.13808288,0.125445603,0.127063212,0.145763019,0.112902937,0.145173174,0.127553324,0.146477525,0.14948415,0.14924693,0.129872693,0.146677789,0.147930504,0.168073171,0.145952798,0.163619285,0.12802904,0.148026714,0.143192826,0.138307805,0.134693401,0.163388485,0.185795556,0.17305876,0.126677928,0.130943911,0.169991695,0.167397809,0.134482889,0.113269537,0.098712432,0.115308199,0.123902387,0.149203012,0.144278977,0.141806684,0.13138994,0.151461566,0.134395097
362,0.125874865,0.140853757,0.060056317,0.130634487,0.131890311,0.123772733,0.114034978,0.13136036,0.133355407,0.122826184,0.122304163,0.142413596,0.112295137,0.142263754,0.125595046,0.145632549,0.147115771,0.148718952,0.126266079,0.143204025,0.146986378,0.165562346,0.143885607,0.160567955,0.126093707,0.144946987,0.140269474,0.133983547,0.131479152,0.16139563,0.183470412,0.167375311,0.117329354,0.127803351,0.166986595,0.164016096,0.128691423,0.110779447,0.095615223,0.115789826,0.12434152,0.144981185,0.141697487,0.138879861,0.126635384,0.144462642,0.130249505
363,0.124081447,0.138512413,0.06021997,0.127226854,0.130520612,0.122842243,0.112667726,0.12848595,0.132311939,0.116660176,0.121683285,0.138117105,0.112008558,0.139097928,0.126569785,0.147094836,0.148487474,0.149118615,0.125875377,0.139422808,0.144229837,0.158371705,0.143045301,0.15752426,0.127494155,0.140339221,0.140677453,0.133246336,0.135614665,0.159416613,0.18352432,0.163262745,0.120758223,0.126892146,0.167067233,0.15978411,0.132130277,0.108702184,0.093199501,0.116211462,0.126469315,0.144700847,0.140402843,0.136176375,0.126749847,0.146631713,0.131140596
364,0.11973616,0.133107353,0.060306328,0.124886384,0.125907838,0.118460099,0.106973697,0.124237757,0.127199166,0.113791037,0.116224985,0.134807597,0.108044571,0.136376496,0.124015653,0.142612568,0.145171188,0.146395578,0.123921279,0.136683861,0.140708559,0.1563461,0.13828989,0.153706691,0.123896543,0.137960141,0.136661257,0.128849144,0.13009953,0.154201712,0.17989903,0.156955104,0.121803992,0.122659356,0.163072823,0.153581532,0.129763929,0.105580883,0.089172204,0.113013384,0.124046253,0.141093223,0.136127154,0.132035324,0.120932109,0.143485447,0.125420209
365,0.117257687,0.12975247,0.06044047,0.122784467,0.122991166,0.115394758,0.103421648,0.121591201,0.123794063,0.111925105,0.112324505,0.132174901,0.10387115,0.134047209,0.120114417,0.138553276,0.14162454,0.143551725,0.121241446,0.133878376,0.136909192,0.154594881,0.133741432,0.149542224,0.120288921,0.135746502,0.13154399,0.124382454,0.123861392,0.150292167,0.176179291,0.153041633,0.117106197,0.119491288,0.158400803,0.149906999,0.123644312,0.10323771,0.086486448,0.109488239,0.120875607,0.137769398,0.132250626,0.12934246,0.116706645,0.139315508,0.121191838
366,0.117801885,0.130103897,0.06068416,0.120637413,0.12345531,0.115918953,0.104372397,0.121159309,0.12434212,0.109558893,0.112889923,0.130105654,0.101775271,0.131883747,0.11739509,0.138165108,0.140248579,0.141811571,0.119046082,0.1309264,0.133384797,0.150431189,0.132190437,0.146222406,0.119202415,0.132720538,0.128289925,0.122718249,0.12415758,0.148708878,0.173986503,0.152688642,0.109898674,0.119251883,0.155659383,0.149727225,0.118790076,0.102068003,0.086297455,0.107618403,0.119317913,0.136210913,0.130537698,0.128734839,0.117776593,0.137631114,0.122434572
367,0.114946082,0.128000671,0.06095461,0.119417178,0.121171215,0.115243081,0.102384705,0.118553216,0.121835662,0.109002445,0.111176591,0.129539952,0.100140686,0.129644207,0.116699817,0.135732243,0.136448862,0.137405471,0.117724561,0.130336478,0.130987915,0.148790327,0.132255405,0.146298563,0.115471567,0.131413757,0.126286797,0.122812669,0.129683218,0.142369345,0.168838561,0.14942717,0.111560667,0.117043426,0.153338636,0.146889585,0.121287874,0.099321856,0.085633963,0.10531116,0.116530638,0.131335829,0.128022604,0.12599091,0.11709772,0.13568406,0.121427364
368,0.111837389,0.124252156,0.061117061,0.116306819,0.117672689,0.11213637,0.099350789,0.116085957,0.119139152,0.106142429,0.109679304,0.126047703,0.0979796,0.128562533,0.115397653,0.133750988,0.136295782,0.134044546,0.115636999,0.128074045,0.128956228,0.146619799,0.129043202,0.142488063,0.114085321,0.1289332,0.125140015,0.120652999,0.123669861,0.139718345,0.167867959,0.144609341,0.110775219,0.114574657,0.151303161,0.14301776,0.120552405,0.097662308,0.082249233,0.103212519,0.115749702,0.130497118,0.125711297,0.122653721,0.112707785,0.132915875,0.117460812
369,0.110412452,0.120372671,0.061281948,0.113108248,0.114589336,0.108790825,0.097209038,0.113858528,0.116882093,0.103198761,0.107354346,0.122619851,0.095523094,0.126710928,0.112788602,0.131723736,0.136126092,0.13231833,0.112665037,0.125445389,0.127225932,0.144029144,0.126037377,0.138632156,0.113042841,0.126642326,0.122889355,0.117515059,0.116263432,0.138133513,0.167342895,0.140723033,0.106781584,0.112310448,0.148435148,0.140390413,0.11552689,0.096466616,0.078136933,0.101524737,0.114417156,0.129353024,0.123355317,0.12048852,0.108602947,0.130858539,0.114237519
370,0.110776187,0.117626868,0.061556063,0.111778543,0.112888775,0.10719642,0.096669424,0.11168101,0.114897476,0.102485461,0.103675437,0.121985579,0.093396652,0.122879106,0.109630761,0.129017602,0.132496728,0.131483302,0.109813371,0.123983102,0.125411214,0.141618911,0.126138786,0.138350687,0.110046722,0.125710404,0.118619525,0.115587307,0.118626749,0.133979994,0.16335444,0.139221135,0.10258425,0.110369553,0.144750607,0.139855537,0.109641102,0.094665987,0.075707561,0.100052058,0.110697517,0.123954669,0.120674454,0.119986907,0.107984709,0.130152188,0.114316999
371,0.108116693,0.115357783,0.061745518,0.110489138,0.11104479,0.105017792,0.09399634,0.110340564,0.111963999,0.100758111,0.102530523,0.118925947,0.091993688,0.12092895,0.109295445,0.126794234,0.131472835,0.129300688,0.11024694,0.121016397,0.121264895,0.138859535,0.122300995,0.13413654,0.107928876,0.12284591,0.115710319,0.114751,0.120872904,0.130045081,0.161277623,0.136964438,0.104090047,0.108621179,0.144676922,0.136654459,0.112045557,0.092870002,0.074388784,0.097327284,0.110308041,0.122155986,0.118077354,0.117213418,0.105370284,0.126208757,0.112065225
372,0.105646315,0.113639823,0.06189915,0.109344756,0.109152759,0.103807876,0.092018584,0.108636675,0.110682125,0.098996996,0.101357353,0.11679334,0.091340969,0.120369201,0.10923882,0.125606203,0.131162959,0.127998694,0.109821888,0.118681402,0.119054023,0.136818218,0.120246434,0.131889296,0.107371687,0.120908168,0.11402928,0.113960558,0.116850897,0.12963023,0.160445805,0.134506749,0.101824467,0.107163465,0.143634147,0.134811419,0.111520946,0.090686504,0.073729503,0.096321815,0.109766021,0.121487598,0.116594508,0.114598013,0.103745807,0.124133184,0.109643963
373,0.103824288,0.112560043,0.062090916,0.107728969,0.107528776,0.102724498,0.090913969,0.106441352,0.110022392,0.097411763,0.099829169,0.116015147,0.090311431,0.119331627,0.108303784,0.12495738,0.130459049,0.127387783,0.108191968,0.11683954,0.118192486,0.134541374,0.119338819,0.13070867,0.107129428,0.119357865,0.11279936,0.111829182,0.111652869,0.129807867,0.159717423,0.132356199,0.097144846,0.105488405,0.141240461,0.134001946,0.107401091,0.088316024,0.072771359,0.095978686,0.108418166,0.120519636,0.115532731,0.112909308,0.102966442,0.123369902,0.107995322
374,0.101768783,0.111863442,0.062383285,0.105115748,0.106445932,0.100116869,0.089473818,0.104332533,0.107633551,0.095715136,0.098729572,0.115232127,0.087787977,0.11613818,0.106309176,0.123873461,0.128907752,0.126032974,0.1069339,0.114409999,0.115933587,0.130771557,0.116310377,0.127006565,0.105335664,0.116425495,0.111097642,0.107750411,0.113972962,0.125767874,0.158050575,0.130786017,0.096452499,0.103174123,0.13937221,0.131891542,0.104748763,0.086370263,0.070727216,0.093677235,0.107198901,0.11869562,0.113565003,0.11173379,0.101283791,0.120896004,0.107129745
375,0.100426214,0.108879455,0.062668796,0.104061596,0.105068169,0.097812747,0.087570249,0.103377964,0.106142237,0.093153138,0.09747447,0.112566919,0.086840129,0.115176659,0.103421891,0.122074246,0.127010838,0.12334182,0.105283206,0.112590231,0.113705502,0.12962907,0.114609421,0.125266763,0.103049063,0.115114502,0.109196394,0.106981409,0.114591659,0.12359849,0.156658823,0.12876292,0.097608519,0.102574966,0.138240806,0.129410052,0.105176657,0.085948857,0.06945853,0.091613738,0.106361775,0.116763812,0.111592871,0.109456721,0.098125781,0.11914848,0.106023843
376,0.100184508,0.106643191,0.06289408,0.103231902,0.104191566,0.096327765,0.086393797,0.102306676,0.105316193,0.091617012,0.096115236,0.111098679,0.085299574,0.113439428,0.102080808,0.120359839,0.125155977,0.121365572,0.1034112,0.111517173,0.111945815,0.12857793,0.113881354,0.123507423,0.101461789,0.113351018,0.107824817,0.106758253,0.110185693,0.122163711,0.154878313,0.1269106,0.097102812,0.102047653,0.136766322,0.128351854,0.104682716,0.085029844,0.068615405,0.09046311,0.105040257,0.115079129,0.11031912,0.107748267,0.096411108,0.117928748,0.10388238
377,0.099960638,0.105618778,0.063082609,0.101888534,0.103303288,0.095451259,0.085687678,0.100557248,0.104267522,0.0910015,0.094590159,0.110819638,0.083230313,0.110834679,0.102247399,0.119164898,0.123989177,0.120839034,0.101997054,0.110883826,0.110521122,0.126762535,0.113319642,0.1212358,0.100760691,0.111239257,0.10695926,0.105402143,0.104940982,0.120692497,0.153374885,0.125677237,0.094348199,0.100617807,0.135005751,0.127962133,0.102243781,0.083442771,0.067776171,0.089990854,0.103530268,0.113951116,0.10933709,0.10690574,0.096081096,0.116735392,0.10161558
378,0.097476099,0.103257978,0.063337775,0.100311155,0.100600588,0.094410254,0.083729376,0.09856987,0.101863494,0.089072851,0.092703759,0.108348135,0.083287284,0.110731046,0.101282353,0.118393913,0.12429284,0.12083588,0.102023209,0.110052879,0.108848196,0.125634966,0.11209459,0.120028821,0.100079938,0.111388919,0.105786082,0.103250221,0.109211179,0.119474003,0.154102301,0.125107025,0.091955484,0.098477194,0.134238689,0.125078679,0.100472511,0.083084464,0.066697391,0.089201261,0.103318365,0.113597675,0.107256243,0.105547875,0.093905836,0.115069257,0.101596813
379,0.096693104,0.102908052,0.063532023,0.099055255,0.100131988,0.094066584,0.083029511,0.098120104,0.101157432,0.088334516,0.091799151,0.108377285,0.082094626,0.109198175,0.100617668,0.11707701,0.123179255,0.11961391,0.10076666,0.108082745,0.107469998,0.12340544,0.110489992,0.118845356,0.098449676,0.110101608,0.104186258,0.10276009,0.109640544,0.118063889,0.151983101,0.123931506,0.093298574,0.098261683,0.133100976,0.12427355,0.10103391,0.081255495,0.065908096,0.087561998,0.102810524,0.111772035,0.106543013,0.103853584,0.092689666,0.114664652,0.100740028
380,0.096055389,0.102395175,0.063751869,0.098182221,0.099426606,0.093199082,0.082486024,0.097794144,0.100223756,0.087387985,0.091390466,0.108518333,0.079876622,0.107721322,0.099440102,0.115151485,0.121658634,0.11761189,0.098944525,0.106422934,0.106331299,0.122089332,0.109593745,0.117742096,0.096535998,0.108629781,0.102136418,0.102080459,0.106053767,0.115718341,0.149333956,0.122678229,0.09285246,0.097474786,0.131224586,0.123955031,0.100376274,0.079823149,0.065144088,0.085728527,0.100961981,0.10974697,0.105865752,0.102856468,0.091957576,0.113536231,0.099039722
381,0.094198808,0.100160309,0.064056221,0.097254502,0.096753304,0.091068072,0.080969898,0.096077729,0.097811287,0.085300838,0.090496325,0.106588361,0.07793685,0.107257652,0.097491557,0.113284254,0.120730158,0.115713556,0.097592775,0.10558912,0.105038892,0.1221045,0.109328619,0.116591229,0.095066991,0.107836568,0.100070639,0.099789946,0.102184592,0.112816908,0.148362297,0.121484293,0.088352954,0.094703438,0.128973378,0.122377702,0.097032144,0.079791677,0.063912714,0.084364814,0.098289614,0.108622394,0.104004894,0.102305311,0.090861217,0.110753542,0.097108433
382,0.092200068,0.097900469,0.064336339,0.094886736,0.094279072,0.088443587,0.078499372,0.092083575,0.095966538,0.083559768,0.087605722,0.10317566,0.078607829,0.105400035,0.096436858,0.113455163,0.1197197,0.114716009,0.097016648,0.102893341,0.102479679,0.118839172,0.106682318,0.114278532,0.094161589,0.105616638,0.099403749,0.096815928,0.104847926,0.112259948,0.148144449,0.118758115,0.087775354,0.092661015,0.127731528,0.119671935,0.095847912,0.078574215,0.061382971,0.083640213,0.098332285,0.107764055,0.101251592,0.098661561,0.089070678,0.108917783,0.09554688
383,0.091922695,0.096660176,0.064568538,0.094003395,0.093731995,0.087812292,0.077842006,0.091353981,0.095063824,0.082365354,0.086695047,0.102580793,0.077678345,0.104591753,0.095879111,0.112360762,0.119013736,0.114326227,0.096409268,0.102731931,0.101745183,0.117478151,0.105484707,0.113131297,0.093984427,0.104552275,0.098204637,0.096168538,0.104808392,0.111388973,0.147798383,0.117389968,0.088742705,0.092134406,0.127584596,0.119053865,0.095968237,0.077723838,0.060130535,0.083460452,0.098582447,0.106563272,0.100204209,0.097321984,0.0871333,0.108060183,0.094641525
384,0.091924301,0.09620566,0.064793024,0.093798676,0.093847951,0.087878558,0.07790072,0.092022812,0.094650002,0.081860598,0.08671627,0.103093987,0.076289228,0.103778714,0.094921051,0.110683342,0.118668494,0.113924808,0.09603021,0.103058136,0.101194459,0.116629811,0.104941589,0.111889653,0.093864727,0.103745156,0.096777675,0.096190143,0.101525374,0.109633105,0.146997138,0.117331723,0.088295068,0.091963155,0.127006757,0.119323988,0.095438634,0.076475692,0.059884526,0.082917725,0.098231232,0.105383247,0.100039784,0.097376356,0.085978696,0.107533186,0.093994978
385,0.090389387,0.095720831,0.065057482,0.092644612,0.092847462,0.086579633,0.076878601,0.090834312,0.094012177,0.081800663,0.085621555,0.101764829,0.076452502,0.101641384,0.093045853,0.109931666,0.118422636,0.112983796,0.095974191,0.100970418,0.098768811,0.114008016,0.103399054,0.109188136,0.093027297,0.101889151,0.095952513,0.09455669,0.098155795,0.107466561,0.145869662,0.117529806,0.084980317,0.090734734,0.124856665,0.118251991,0.093141083,0.07421659,0.059533708,0.081340224,0.097221263,0.104619304,0.099096176,0.096380331,0.085940022,0.106582157,0.093078912
386,0.0889017,0.094341226,0.065323778,0.091088442,0.091697147,0.084484251,0.076046338,0.090203543,0.092953143,0.080783469,0.084857868,0.099759836,0.075915739,0.100756071,0.091984655,0.109063331,0.117160581,0.111833117,0.094021539,0.099431955,0.097797051,0.113239525,0.102598357,0.108640958,0.091409726,0.10119044,0.095518734,0.093360027,0.100457828,0.1064985,0.145220615,0.117511692,0.08495541,0.089171644,0.123946566,0.11598605,0.093502668,0.074199418,0.059046702,0.080040058,0.096190813,0.103154337,0.097619758,0.094972006,0.084551495,0.105349155,0.091991895
387,0.088591943,0.09284188,0.065544048,0.089903714,0.090386621,0.083154612,0.075421257,0.089394578,0.091878645,0.079925659,0.084285525,0.098622664,0.074516866,0.100348946,0.091663655,0.108011988,0.1159681,0.110846487,0.092409942,0.098257904,0.096371921,0.112539963,0.101163134,0.107619542,0.090095628,0.100127196,0.094106837,0.0929053,0.099609663,0.105808135,0.145119084,0.116794492,0.084825261,0.08831744,0.123010222,0.115247142,0.093211547,0.073722767,0.058167062,0.07905785,0.095031009,0.102100041,0.096432103,0.094154557,0.083441304,0.104339446,0.090802541
388,0.08867993,0.091589742,0.065755686,0.089225534,0.089181734,0.08281501,0.074722657,0.08842257,0.090861968,0.07918325,0.083504563,0.098127708,0.073102422,0.099665006,0.091112612,0.106841143,0.115192171,0.109713558,0.091710491,0.097344539,0.094949352,0.111648267,0.099780154,0.105793619,0.089308377,0.098691262,0.092391489,0.09222507,0.096013889,0.104601803,0.145101227,0.115965059,0.083151152,0.087769488,0.121698685,0.115782544,0.091339447,0.07264025,0.057245819,0.078241322,0.093852638,0.101602209,0.095415257,0.093483381,0.082747396,0.103675809,0.089646683
389,0.087374781,0.090512342,0.066042615,0.088660491,0.08841854,0.08260177,0.073542066,0.087748387,0.089754846,0.077811572,0.082082181,0.096951925,0.07290002,0.098219171,0.089205474,0.105687905,0.114620815,0.107896096,0.09118359,0.096625322,0.0952124,0.111207567,0.100089333,0.10447434,0.088645071,0.097844358,0.092107073,0.08996779,0.096090529,0.102548538,0.144491483,0.116027174,0.080497273,0.086323843,0.120487661,0.11539714,0.089034681,0.072418342,0.056854879,0.077331696,0.092926561,0.101030428,0.093914937,0.091725371,0.081553573,0.103107377,0.088660566
390,0.085912094,0.088445987,0.066300621,0.087250921,0.087070678,0.080832999,0.071758981,0.086315744,0.088631351,0.076735005,0.080385075,0.09543663,0.07263398,0.096786781,0.088784274,0.104606835,0.114620881,0.107376295,0.090424915,0.095269974,0.09352603,0.108627946,0.098294305,0.103365437,0.088214364,0.096582043,0.090988464,0.089028236,0.097537022,0.102046738,0.143842471,0.11470056,0.080753255,0.08488504,0.120581159,0.114417654,0.089137568,0.070846088,0.055445978,0.076037405,0.092514874,0.09950728,0.092600069,0.089819198,0.079775361,0.101470464,0.087530192
391,0.085213105,0.08708402,0.066577184,0.086157957,0.086026487,0.079303329,0.070890774,0.084812126,0.087800756,0.075962731,0.079634402,0.094739065,0.07176278,0.096156983,0.08836113,0.103913173,0.114085008,0.106691235,0.089622428,0.094193411,0.092062149,0.106999334,0.097327706,0.102316897,0.087505167,0.095764863,0.089712259,0.088599997,0.096333477,0.101033605,0.143821178,0.113894055,0.081136889,0.08406173,0.12016318,0.113502977,0.089398133,0.070080889,0.054655828,0.075508161,0.092082588,0.098554495,0.091771621,0.088824655,0.078939744,0.100336073,0.086163464
392,0.08495607,0.086599553,0.066879627,0.085645233,0.085224733,0.078743361,0.070788812,0.083766837,0.087165207,0.075187339,0.079589957,0.094653245,0.07053115,0.095973962,0.087224906,0.103284358,0.112862538,0.105279789,0.088994287,0.093619479,0.091554305,0.107000656,0.097723075,0.101131965,0.086576392,0.09537998,0.088754505,0.087720438,0.092899046,0.099034594,0.144278567,0.114128014,0.079794412,0.08365603,0.118734437,0.112800305,0.088256353,0.070466151,0.054634893,0.075600253,0.091270118,0.098354684,0.091051895,0.088478987,0.078909441,0.100007288,0.084849692
393,0.08323993,0.084670113,0.067141024,0.084416272,0.083010637,0.077857532,0.068848188,0.08317386,0.086038025,0.073835315,0.077975415,0.093058918,0.070088051,0.094386068,0.086444458,0.101543762,0.112287329,0.104361807,0.088699729,0.092529365,0.0898074,0.105166137,0.095707088,0.099501462,0.086339729,0.093941467,0.087849523,0.085850888,0.093656854,0.098426709,0.144008074,0.113398706,0.077218008,0.082458426,0.118040604,0.111661758,0.085916707,0.069240665,0.05304869,0.074273124,0.090093049,0.096949429,0.089229989,0.086771002,0.07710876,0.098648437,0.084299047
394,0.082652353,0.084501412,0.067346626,0.083875602,0.082186438,0.077150204,0.068688465,0.08290233,0.08595555,0.072939693,0.077385264,0.0917234,0.068879454,0.094027709,0.085168914,0.100347554,0.111528893,0.103380102,0.087530789,0.092423428,0.089611696,0.104493928,0.095820261,0.099031979,0.08525262,0.093793602,0.086605669,0.085321958,0.095091627,0.097568833,0.143485636,0.11334739,0.077691715,0.082143783,0.116919383,0.11185365,0.086349059,0.069047994,0.052637791,0.072765714,0.089084373,0.095632494,0.088309404,0.086314307,0.075917997,0.097962426,0.084179891
395,0.082257953,0.084140085,0.067525491,0.083155797,0.081715642,0.076564329,0.068653651,0.082521842,0.085543862,0.072341721,0.077017833,0.090981276,0.067936612,0.093154406,0.084424525,0.099886059,0.11088995,0.103050575,0.0864219,0.091388314,0.088691855,0.103551844,0.095302181,0.097978406,0.084000876,0.092984814,0.085373677,0.085066553,0.093702305,0.09667376,0.143280103,0.113594162,0.078071921,0.081647284,0.115931161,0.111963355,0.086674406,0.068464328,0.052408346,0.071934632,0.088343126,0.094798399,0.087691585,0.085875227,0.07540348,0.097742545,0.083131378
